-13.943031711142647, -0.06374801340257319, , 
-13.49493049687435, -0.05997110190513377, , 
-12.900575911481951, -0.058254478084993844, , 
-12.3435920235964, -0.05422268860407181, , 
-11.787350447747718, -0.051646032036809175, , 
-11.26078958000099, -0.0488472098371428, , 
-10.67889533829131, -0.045504216141799836, , 
-10.156782648636947, -0.042924292637433914, , 
-9.5818576546345, -0.03964786611598686, , 
-9.062955840640406, -0.03533120209681895, , 
-8.523072488688006, -0.08475488150720284, , 
-7.9664496217496605, -0.15876485338585605, , 
-7.4091988756128995, -0.23494104252609227, , 
-6.8515035889196945, -0.30816616269636443, , 
-6.302160225291837, -0.37970783056097557, , 
-5.751164360175414, -0.448983418870904, , 
-5.200594050426265, -0.5201157584604703, , 
-4.655636003052733, -0.5910414512244052, , 
-4.094695595534528, -0.6638006289013001, , 
-3.5463574115258822, -0.7331996943845754, , 
-3.051453059003398, -0.792910612877056, , 
